,index,Datum,Periode,Locatie,Site,Transect,Soortengroep,Aantal,Genus,Lat,Lon,Nauwkeurigheid,Meettoestel,Jaar,geometry,Mowing state,mow_shape_key,Group name,Afstand_rand
10218,10218,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8210915976305,2.91450996296992,38,GSM,2022,POINT (47534.558680748625 168853.36502152216),,Palingbeek_sinus_2022_06,Butterflies,8.644914097889433
10219,10219,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8207298862293,2.91511000134322,4,GSM,2022,POINT (47576.044498333824 168812.30849358998),,Palingbeek_sinus_2022_06,Butterflies,7.397263364871404
10220,10220,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8205881063368,2.91515174322101,17,GSM,2022,POINT (47578.676675970506 168796.4823754998),,Palingbeek_sinus_2022_06,Butterflies,2.2353379785932836
10221,10221,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8205275889962,2.91513564996692,8,GSM,2022,POINT (47577.41116303555 168789.77390779182),,Palingbeek_sinus_2022_06,Butterflies,0.6257970827599311
10222,10222,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8203560533475,2.91506473906609,11,GSM,2022,POINT (47572.04200431764 168770.79371839948),,Palingbeek_sinus_2022_06,Butterflies,-4.2739316481018195
10223,10223,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8203226095538,2.91460348293456,3,GSM,2022,POINT (47539.47286268399 168767.71023521852),,Palingbeek_sinus_2022_06,Butterflies,2.2182854280772055
10224,10224,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8203687519311,2.91448404081437,42,GSM,2022,POINT (47531.15842238469 168773.00687439926),,Palingbeek_sinus_2022_06,Butterflies,4.4675575628860065
10225,10225,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8206851687755,2.91390040889653,3,GSM,2022,POINT (47490.7298107588 168809.00351754017),,Palingbeek_sinus_2022_06,Butterflies,-4.685978287845593
10226,10226,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8206913713842,2.91390283964845,4,GSM,2022,POINT (47490.914572176436 168809.69000879396),,Palingbeek_sinus_2022_06,Butterflies,-4.002173068576043
10227,10227,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8207681077074,2.91356446221742,3,GSM,2022,POINT (47467.2426536516 168818.6914997492),,Palingbeek_sinus_2022_06,Butterflies,-2.422803483380862
10228,10228,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8207086381044,2.91387417353961,22,GSM,2022,POINT (47488.932622981476 168811.64994635154),,Palingbeek_sinus_2022_06,Butterflies,-2.026037765716076
10229,10229,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8207881823655,2.91360662319037,3,GSM,2022,POINT (47470.25668261251 168820.86598409712),,Palingbeek_sinus_2022_06,Butterflies,1.0937475880817966
10230,10230,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.82108557229,2.91295191273364,3,GSM,2022,POINT (47424.77985904932 168854.84509750362),,Palingbeek_sinus_2022_06,Butterflies,-11.077395387072823
10231,10231,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8211575478003,2.91292650789182,4,GSM,2022,POINT (47423.14696840725 168862.88519145828),,Palingbeek_sinus_2022_06,Butterflies,14.660721651560543
10232,10232,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.821364522027906,2.91340855881843,4,GSM,2022,POINT (47457.558755791295 168885.23905966897),,Palingbeek_sinus_2022_06,Butterflies,0.7994257167233694
10235,10235,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227604022722,2.91150259785625,4,GSM,2022,POINT (47326.329166412586 169043.11950548645),,Palingbeek_blok_2022_06,Butterflies,-6.177553657280326
10236,10236,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227555826782,2.91149488650533,4,GSM,2022,POINT (47325.77539970921 169042.59413511027),,Palingbeek_blok_2022_06,Butterflies,-6.122992986292129
10237,10237,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227529004689,2.91149488650533,3,GSM,2022,POINT (47325.76954708168 169042.29582356103),,Palingbeek_blok_2022_06,Butterflies,-5.896171608278047
10238,10238,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8225028120564,2.91205130742259,4,GSM,2022,POINT (47364.42288137895 169013.7124368325),,Palingbeek_blok_2022_06,Butterflies,40.70439218835534
10239,10239,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8223547600683,2.91220986284586,5,GSM,2022,POINT (47375.26998430968 168997.0272506131),,Palingbeek_blok_2022_06,Butterflies,60.438900028176704
10240,10240,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8223616751384,2.91239476762983,12,GSM,2022,POINT (47388.311375470905 168997.540911261),,Palingbeek_blok_2022_06,Butterflies,68.51279488861967
10241,10241,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227369329437,2.91298803873631,4,GSM,2022,POINT (47430.924563757886 169038.4572572969),,Palingbeek_blok_2022_06,Butterflies,61.04060621884854
10242,10242,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227220131557,2.91306171566519,4,GSM,2022,POINT (47436.082450203976 169036.69617424067),,Palingbeek_blok_2022_06,Butterflies,65.58095326715886
10243,10243,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227553312208,2.91223526001247,3,GSM,2022,POINT (47377.93279200929 169041.54313255008),,Palingbeek_blok_2022_06,Butterflies,28.379256696473433
10247,10247,2022-08-25,p5,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7939324188034,3.49371958844227,4,GSM,2022,POINT (88307.40347514047 165192.64511875995),,Waarmaarde_sinus_2022_06,Butterflies,0.6697923556833929
10248,10248,2022-08-25,p5,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7944110874559,3.49416129291382,4,GSM,2022,POINT (88339.17030966748 165245.52151614707),,Waarmaarde_sinus_2022_06,Butterflies,13.836975774136802
10249,10249,2022-08-25,p5,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7942356542228,3.49413388409045,4,GSM,2022,POINT (88337.00832356306 165226.0305653978),,Waarmaarde_sinus_2022_06,Butterflies,5.737517534734318
10250,10250,2022-08-25,p5,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7940867916222,3.49380103871551,3,GSM,2022,POINT (88313.34790651427 165209.7486128565),,Waarmaarde_sinus_2022_06,Butterflies,-4.915046834148347
10256,10256,2022-08-25,p5,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.7934259221117,3.49219518886858,4,GSM,2022,POINT (88199.26873352032 165137.57344845496),,Waarmaarde_blok_2022_06,Butterflies,35.35882103307965
10257,10257,2022-08-25,p5,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.79403737248369,3.49385343879158,43,GSM,2022,POINT (88316.9773773078 165204.20815328974),,Waarmaarde_blok_2022_06,Butterflies,111.28225862758367
10258,10258,2022-08-25,p5,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.7933313725992,3.49212616682377,4,GSM,2022,POINT (88194.2785565686 165127.11397953331),,Waarmaarde_blok_2022_06,Butterflies,28.43412245609297
10259,10259,2022-08-25,p5,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.7933458732917,3.49218023009923,5,GSM,2022,POINT (88198.10909212416 165128.68194716796),,Waarmaarde_blok_2022_06,Butterflies,28.05218844957968
10265,10265,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7787902868062,3.46657553739915,96,GSM,2022,POINT (86373.30250712382 163531.25959336385),,,Butterflies,
10266,10266,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.780430743518,3.46921817399884,3,GSM,2022,POINT (86561.87650658768 163711.46910666022),,,Butterflies,
10267,10267,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7800995608838,3.46826493773203,54,GSM,2022,POINT (86494.20791728489 163675.44568985328),,,Butterflies,
10268,10268,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.780210550922,3.46890041604961,4,GSM,2022,POINT (86539.17162858773 163687.2482739389),,,Butterflies,
10269,10269,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7803328847985,3.46959167160416,11,GSM,2022,POINT (86588.08381880881 163700.26542696822),,,Butterflies,
10270,10270,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7799249265839,3.46860823450654,69,GSM,2022,POINT (86518.182038105 163655.7276796978),,,Butterflies,
10271,10271,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7803418953444,3.46947181038881,3,GSM,2022,POINT (86579.64332477728 163701.36996725295),,,Butterflies,
10272,10272,2022-08-25,p5,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7803067751704,3.46941053867663,4,GSM,2022,POINT (86575.27515773408 163697.51582445856),,,Butterflies,
10279,10279,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7814012840866,3.47127987072195,4,GSM,2022,POINT (86708.57115336088 163817.66489609703),,,Butterflies,
10280,10280,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7814213168352,3.47125757485951,4,GSM,2022,POINT (86707.02579640137 163819.91214275733),,,Butterflies,
10281,10281,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7814357337083,3.47126034088756,3,GSM,2022,POINT (86707.24022154446 163821.51338532753),,,Butterflies,
10282,10282,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7814160706312,3.47121211575809,4,GSM,2022,POINT (86703.81304101308 163819.36732513644),,,Butterflies,
10283,10283,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7813904295217,3.47111776471461,3,GSM,2022,POINT (86697.12509388934 163816.59561994113),,,Butterflies,
10284,10284,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7811417803641,3.47079279832865,13,GSM,2022,POINT (86673.87471033284 163789.21509568207),,,Butterflies,
10285,10285,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.781021709601504,3.47096806392396,4,GSM,2022,POINT (86686.07287896596 163775.71019751765),,,Butterflies,
10295,10295,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7730317861314,2.79671964235864,12,GSM,2022,POINT (39123.153245083566 163677.47824874707),,Kemmelberg_sinus_2022_06,Butterflies,3.0576296734934005
10296,10296,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.772917874400704,2.79682734902788,43,GSM,2022,POINT (39130.48064323318 163664.6489527654),,Kemmelberg_sinus_2022_06,Butterflies,12.373169306117399
10297,10297,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7732122065975,2.79784214683137,4,GSM,2022,POINT (39202.73710413482 163695.8686132226),,Kemmelberg_sinus_2022_06,Butterflies,9.846509716034983
10298,10298,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.772954630713,2.79797650873921,4,GSM,2022,POINT (39211.606502118666 163667.02225529775),,Kemmelberg_sinus_2022_06,Butterflies,-6.540521560162328
10299,10299,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7730382821064,2.79800031334422,3,GSM,2022,POINT (39213.48196234665 163676.2899319101),,Kemmelberg_sinus_2022_06,Butterflies,-4.42607158206382
10300,10300,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7730057957026,2.79803490250803,4,GSM,2022,POINT (39215.84479854582 163672.62541415822),,Kemmelberg_sinus_2022_06,Butterflies,-7.9195593380170894
10301,10301,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.772854734973905,2.79798372631445,4,GSM,2022,POINT (39211.88053371664 163655.90171897784),,Kemmelberg_sinus_2022_06,Butterflies,1.673399934059786
10302,10302,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7729024533658,2.79798556119464,6,GSM,2022,POINT (39212.122164674365 163661.2059199661),,Kemmelberg_sinus_2022_06,Butterflies,-2.8542773635560055
10303,10303,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7729999768092,2.79767090454958,4,GSM,2022,POINT (39190.161807862925 163672.52118768822),,Kemmelberg_sinus_2022_06,Butterflies,14.92435241881448
10304,10304,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7727777306466,2.79751039110384,4,GSM,2022,POINT (39178.319443471846 163648.04382999893),,Kemmelberg_sinus_2022_06,Butterflies,3.609064169677304
10305,10305,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7727756001004,2.79747043783685,5,GSM,2022,POINT (39175.496894822834 163647.8664897289),,Kemmelberg_sinus_2022_06,Butterflies,2.471048492690619
10306,10306,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7724864916735,2.79683802564454,18,GSM,2022,POINT (39130.21820806361 163616.65737896413),,Kemmelberg_sinus_2022_06,Butterflies,12.988452535836215
10307,10307,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.772603177513105,2.79623860493562,4,GSM,2022,POINT (39088.22108728689 163630.52924442012),,Kemmelberg_sinus_2022_06,Butterflies,3.232744576568138
10313,10313,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7771880785476,2.79609753750525,3,GSM,2022,POINT (39089.06955383395 164140.64354264364),,Kemmelberg_blok_2022_06,Butterflies,-5.619323243805491
10314,10314,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7769864462261,2.79581330815875,4,GSM,2022,POINT (39068.55246515495 164118.64367288724),,Kemmelberg_blok_2022_06,Butterflies,-35.657541136603406
10315,10315,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.776852802420706,2.7956666238632,3,GSM,2022,POINT (39057.894307045906 164103.99970903806),,Kemmelberg_blok_2022_06,Butterflies,-53.49119935963968
10316,10316,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7767893933235,2.79564198106787,6,GSM,2022,POINT (39056.00726766305 164096.9845520798),,Kemmelberg_blok_2022_06,Butterflies,-59.83594319165487
10317,10317,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7771115517716,2.79507201165221,3,GSM,2022,POINT (39016.57514873003 164133.66439263988),,Kemmelberg_blok_2022_06,Butterflies,62.89858135378348
10318,10318,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7771441154654,2.79556361027322,3,GSM,2022,POINT (39051.316567484304 164136.5515682036),,Kemmelberg_blok_2022_06,Butterflies,-35.661705008439
10319,10319,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7776800814569,2.79722443958937,9,GSM,2022,POINT (39169.68987213577 164193.67910946533),,Kemmelberg_blok_2022_06,Butterflies,89.98525957710677
10333,10333,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7682624413173,3.6553961690549297,4,GSM,2022,POINT (99678.33182240458 162215.46414286923),,Muziekbos_sinus_2022_06,Butterflies,2.5406538373825005
10334,10334,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7681902312215,3.65539709106428,4,GSM,2022,POINT (99678.3197659131 162207.43135183025),,Muziekbos_sinus_2022_06,Butterflies,5.482469843044544
10335,10335,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7683273872548,3.65559049752383,56,GSM,2022,POINT (99692.10909098454 162222.55673853494),,Muziekbos_sinus_2022_06,Butterflies,7.799486744974514
10336,10336,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7685080729897,3.6554343905333906,3,GSM,2022,POINT (99681.29020390043 162242.7606862625),,Muziekbos_sinus_2022_06,Butterflies,4.36853929220351
10337,10337,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.768655552576,3.6555113364045,3,GSM,2022,POINT (99686.87537567876 162259.11323657725),,Muziekbos_sinus_2022_06,Butterflies,-1.5233602103103205
10338,10338,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7687710971116,3.65544252097947,4,GSM,2022,POINT (99682.1445231603 162272.01222436596),,Muziekbos_sinus_2022_06,Butterflies,-6.234509164723082
10339,10339,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.768726882572,3.6554552614722895,3,GSM,2022,POINT (99682.99602715921 162267.08546939865),,Muziekbos_sinus_2022_06,Butterflies,-4.197135417376353
10340,10340,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7686972525443,3.65524353459817,3,GSM,2022,POINT (99668.02930048096 162263.93298445363),,Muziekbos_sinus_2022_06,Butterflies,9.34013241563173
10341,10341,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7686098712041,3.65507589653474,4,GSM,2022,POINT (99656.1108712045 162254.3268081015),,Muziekbos_sinus_2022_06,Butterflies,-2.800887712536748
10351,10351,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7692455966498,3.6563697271083,3,GSM,2022,POINT (99748.0549329186 162324.16506455094),,Muziekbos_blok_2022_06,Butterflies,3.922466800138132
10352,10352,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7693074970047,3.6563467606936095,3,GSM,2022,POINT (99746.50091345474 162331.06597602926),,Muziekbos_blok_2022_06,Butterflies,-1.5420247194665715
10353,10353,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7693080837383,3.65630359389228,4,GSM,2022,POINT (99743.45661624733 162331.16042837314),,Muziekbos_blok_2022_06,Butterflies,-0.3849367650287083
10354,10354,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7693411084364,3.6564754229073,3,GSM,2022,POINT (99755.6123883138 162334.71770107746),,Muziekbos_blok_2022_06,Butterflies,-3.168847193950216
10355,10355,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7694295794244,3.6564449127797505,3,GSM,2022,POINT (99753.55456738555 162344.5792507222),,Muziekbos_blok_2022_06,Butterflies,4.317116378736973
10356,10356,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7693922799553,3.6564516183022895,3,GSM,2022,POINT (99753.98780002061 162340.42577285226),,Muziekbos_blok_2022_06,Butterflies,0.873191992347192
10357,10357,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7694710279356,3.65653418004853,3,GSM,2022,POINT (99759.89551528633 162349.12936167698),,Muziekbos_blok_2022_06,Butterflies,11.340753784599721
10358,10358,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7695036997858,3.65634798745413,62,GSM,2022,POINT (99746.79664382397 162352.8894373132),,Muziekbos_blok_2022_06,Butterflies,8.54509457548249
10359,10359,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.76951742177,3.6559987440739294,4,GSM,2022,POINT (99722.17626919688 162354.65197598375),,Muziekbos_blok_2022_06,Butterflies,-1.464511985312019
10360,10360,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7693913579459,3.65581568330866,3,GSM,2022,POINT (99709.1289766053 162340.75332846213),,Muziekbos_blok_2022_06,Butterflies,8.568267233768227
10361,10361,2022-08-31,p5,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7694195630504,3.6560171004418702,4,GSM,2022,POINT (99723.36670662786 162343.75440653414),,Muziekbos_blok_2022_06,Butterflies,-1.1026499941407344
10374,10374,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7683548937096,3.65538829006595,4,GSM,2022,POINT (99677.8747458373 162225.75326178316),,Muziekbos_sinus_2022_06,Butterflies,6.0961045173290085
10375,10375,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7684421912308,3.6555617116425694,4,GSM,2022,POINT (99690.20107724883 162235.3462486593),,Muziekbos_sinus_2022_06,Butterflies,-5.121454864237357
10376,10376,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7685295306618,3.65559398196978,4,GSM,2022,POINT (99692.57064259346 162245.03945863806),,Muziekbos_sinus_2022_06,Butterflies,-3.3707327402101415
10377,10377,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7685763855009,3.65558945574206,4,GSM,2022,POINT (99692.30137495964 162250.25434096344),,Muziekbos_sinus_2022_06,Butterflies,7.794674705513085
10378,10378,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7685763855009,3.65558945574206,4,GSM,2022,POINT (99692.30137495964 162250.25434096344),,Muziekbos_sinus_2022_06,Butterflies,7.794674705513085
10379,10379,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7687167404692,3.65540555678648,4,GSM,2022,POINT (99679.47906062558 162265.99098113645),,Muziekbos_sinus_2022_06,Butterflies,-1.480292401056464
10380,10380,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7687024912338,3.65537714213473,6,GSM,2022,POINT (99677.45949424795 162264.42523009144),,Muziekbos_sinus_2022_06,Butterflies,0.7794765444267316
10381,10381,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7685732003777,3.65508520044726,7,GSM,2022,POINT (99656.7279964143 162250.24148899037),,Muziekbos_sinus_2022_06,Butterflies,-3.899724846212367
10387,10387,2022-09-21,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7692338200758,3.6563830543343503,3,GSM,2022,POINT (99748.98246126564 162322.84610613063),,Muziekbos_blok_2022_06,Butterflies,4.729506380580778
10388,10388,2022-09-21,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7692745941923,3.656601712002,4,GSM,2022,POINT (99764.44973574113 162327.23373248242),,Muziekbos_blok_2022_06,Butterflies,8.979129852674454
10389,10389,2022-09-21,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.769304018514894,3.6565546318922704,3,GSM,2022,POINT (99761.1601353059 162330.538520935),,Muziekbos_blok_2022_06,Butterflies,5.243429633397277
10390,10390,2022-09-21,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.7695582416384,3.65613117814404,8,GSM,2022,POINT (99731.56146870987 162359.10292631853),,Muziekbos_blok_2022_06,Butterflies,6.847455771111971
10397,10397,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8225998050075,2.91138416156443,3,GSM,2022,POINT (47317.635098386934 169025.4218049338),,Palingbeek_blok_2022_06,Butterflies,2.0189417319501146
10398,10398,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8223302010923,2.91188724339279,4,GSM,2022,POINT (47352.48827360201 168994.74157367367),,Palingbeek_blok_2022_06,Butterflies,47.63117196640137
10399,10399,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8224639762666,2.91239040904018,10,GSM,2022,POINT (47388.22740390472 169008.92472112272),,Palingbeek_blok_2022_06,Butterflies,59.82939349222346
10400,10400,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8227103623106,2.91242309846255,5,GSM,2022,POINT (47391.06760377661 169036.28228301182),,Palingbeek_blok_2022_06,Butterflies,40.1213694521368
10401,10401,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.8226682013377,2.91283783503148,4,GSM,2022,POINT (47420.19314884313 169031.02042179275),,Palingbeek_blok_2022_06,Butterflies,60.310843248776095
10406,10406,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.820773681673295,2.91509625502202,5,GSM,2022,POINT (47575.17137908457 168817.1983163515),,Palingbeek_sinus_2022_06,Butterflies,11.04150736397919
10407,10407,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8204596955802,2.91503288783404,3,GSM,2022,POINT (47570.023627496805 168782.36458287947),,Palingbeek_sinus_2022_06,Butterflies,-2.1071358897742902
10408,10408,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8212309564008,2.91381893679771,4,GSM,2022,POINT (47486.1790144242 168869.8176856637),,Palingbeek_sinus_2022_06,Butterflies,14.916321092287939
10409,10409,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.8212998137354,2.9140039254007,4,GSM,2022,POINT (47499.361537048564 168877.22064035945),,Palingbeek_sinus_2022_06,Butterflies,0.1
10418,10418,2022-09-22,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77291745382551,2.79682688332526,43,GSM,2022,POINT (39130.44681169522 163664.6028741328),,Kemmelberg_sinus_2022_06,Butterflies,12.42816421831537
10419,10419,2022-09-22,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7726023393224,2.79643641785047,5,GSM,2022,POINT (39102.16908405359 163630.1406950159),,Kemmelberg_sinus_2022_06,Butterflies,3.163932834865497
10420,10420,2022-09-22,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.7729746634616,2.79689884744844,42,GSM,2022,POINT (39135.656413074845 163670.85796138924),,Kemmelberg_sinus_2022_06,Butterflies,4.747127989140684
10421,10421,2022-09-22,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77307926961289,2.79753897339366,89,GSM,2022,POINT (39181.044512354565 163681.53644113522),,Kemmelberg_sinus_2022_06,Butterflies,7.737961560764899
10426,10426,2022-09-22,p6,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7770947879656,2.79518541880212,4,GSM,2022,POINT (39024.532470066144 164131.6305988673),,Kemmelberg_blok_2022_06,Butterflies,58.57454679358272
10427,10427,2022-09-22,p6,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7771172095563,2.79527636245153,3,GSM,2022,POINT (39030.998122636374 164133.98832717538),,Kemmelberg_blok_2022_06,Butterflies,-52.080615660117836
10428,10428,2022-09-22,p6,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.7782019535552,2.79721702449284,3,GSM,2022,POINT (39170.395056814275 164251.7295470452),,Kemmelberg_blok_2022_06,Butterflies,129.805016172346
10429,10429,2022-09-22,p6,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.77829851308,2.7967924810972,5,GSM,2022,POINT (39140.68665594736 164263.10178877413),,Kemmelberg_blok_2022_06,Butterflies,116.34311271745844
