,index,Datum,Periode,Locatie,Site,Transect,Soortengroep,Aantal,Genus,Lat,Lon,Nauwkeurigheid,Meettoestel,Jaar,geometry,Mowing state,mow_shape_key,Group name,Afstand_rand
318,318,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Halictus,50.77828422,2.79691058,3,GPS,2020,POINT (39148.98046531288 164261.3359605698),,,Other bees,
319,319,2020-04-23,p2,Kemmelberg,blok,V,Dagvlinders,1,Anthocharis,50.77766203,2.79684361,3,GPS,2020,POINT (39142.793780427426 164192.23979748413),,,Butterflies,
320,320,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77765139,2.79684872,3,GPS,2020,POINT (39143.12906072225 164191.04885711148),,,Apis,
326,326,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77759028,2.79634363,3,GPS,2020,POINT (39107.369529504256 164185.00647009257),,,Apis,
327,327,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77764259,2.79602889,3,GPS,2020,POINT (39085.2992799451 164191.29395771306),,,Apis,
328,328,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77769598,2.7961521,3,GPS,2020,POINT (39094.11296559844 164197.0477002291),,,Apis,
329,329,2020-04-23,p2,Kemmelberg,blok,V,Dagvlinders,1,Anthocharis,50.77733187,2.79623249,3,GPS,2020,POINT (39098.92419160476 164156.4336437015),,,Butterflies,
330,330,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77706113,2.79600106,3,GPS,2020,POINT (39081.96756264451 164126.66917285975),,,Apis,
331,331,2020-04-23,p2,Kemmelberg,blok,V,Dagvlinders,1,Anthocharis,50.77692577,2.79589226,3,GPS,2020,POINT (39073.97680982741 164111.77774495352),,,Butterflies,
332,332,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Halictus,50.77712601,2.79572756,3,GPS,2020,POINT (39062.83470797281 164134.2931338735),,,Other bees,
333,333,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Lasioglossum,50.77720983,2.79543319,3,GPS,2020,POINT (39042.27489733933 164144.05472586583),,,Other bees,
334,334,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77721159,2.79540536,3,GPS,2020,POINT (39040.31663599849 164144.29203190096),,,Apis,
335,335,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77723305,2.7953948,3,GPS,2020,POINT (39039.62256441031 164146.69445192255),,,Apis,
336,336,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77715015,2.79539941,3,GPS,2020,POINT (39039.75233166132 164137.46794912498),,,Apis,
337,337,2020-04-23,p2,Kemmelberg,blok,V,Dagvlinders,1,Gonepteryx,50.77701554,2.7952938,3,GPS,2020,POINT (39031.98818064586 164122.65523025952),,,Butterflies,
341,341,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Andrena,50.77710464,2.79574575,3,GPS,2020,POINT (39064.067027915706 164131.88933154568),,,Other bees,
342,342,2020-04-23,p2,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77689341,2.79579185,3,GPS,2020,POINT (39066.82022715837 164108.32881292887),,,Butterflies,
343,343,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Apis,50.77709617,2.79551324,3,GPS,2020,POINT (39047.6518017339 164131.29460785445),,,Apis,
348,348,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77328861,2.79766655,3,GPS,2020,POINT (39190.533728015376 163704.62763942406),,,Other bees,
349,349,2020-04-23,p2,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77336949,2.79775774,3,GPS,2020,POINT (39197.15470735212 163713.48657757696),,,Butterflies,
350,350,2020-04-23,p2,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77326732,2.79793384,3,GPS,2020,POINT (39209.3329512209 163701.86121803708),,,Butterflies,
351,351,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Andrena,50.77308032,2.7979838,3,GPS,2020,POINT (39212.41630804536 163680.9897485543),,,Other bees,
352,352,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77277279,2.79799813,3,GPS,2020,POINT (39212.70355794675 163646.76683599688),,,Other bees,
353,353,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Andrena,50.77279299,2.79793502,3,GPS,2020,POINT (39208.300501876816 163649.1074762009),,,Other bees,
354,354,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Apis,50.77311577,2.79767007,3,GPS,2020,POINT (39190.37535606703 163685.4002178656),,,Apis,
355,355,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77328861,2.7979346,3,GPS,2020,POINT (39209.43662231136 163704.22782380227),,,Other bees,
356,356,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77327754,2.79746857,3,GPS,2020,POINT (39176.546127932364 163703.69184918888),,,Other bees,
357,357,2020-04-23,p2,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77322784,2.79731954,3,GPS,2020,POINT (39165.9195821716 163698.3868766781),,,Butterflies,
360,360,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77328291,2.79760896,3,GPS,2020,POINT (39186.4590699698 163704.07962998282),,,Bombus,
368,368,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Colletes,50.77286038,2.79764442,3,GPS,2020,POINT (39187.96570134834 163657.0356227802),,,Other bees,
369,369,2020-04-23,p2,Kemmelberg,sinus,V,Dagvlinders,1,Anthocharis,50.77283121,2.79775741,3,GPS,2020,POINT (39195.86521390428 163653.62297538854),,,Butterflies,
370,370,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Apis,50.77277555,2.79769647,3,GPS,2020,POINT (39191.436744798775 163647.52372456342),,,Apis,
371,371,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Andrena,50.77283037,2.79754266,3,GPS,2020,POINT (39180.718914541736 163653.8499046173),,,Other bees,
378,378,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Apis,50.77287924,2.79664999,3,GPS,2020,POINT (39117.882238766106 163660.61700539198),,,Apis,
379,379,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Andrena,50.77289742,2.79664613,3,GPS,2020,POINT (39117.652825113546 163662.6446309071),,,Other bees,
380,380,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Apis,50.77290765,2.7965261,3,GPS,2020,POINT (39109.2123217863 163663.9615195049),,,Apis,
381,381,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Andrena,50.77297278,2.79652686,3,GPS,2020,POINT (39109.419245884594 163671.20372848865),,,Other bees,
382,382,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77295828,2.79656701,3,GPS,2020,POINT (39112.216508210375 163669.53119608853),,,Bombus,
383,383,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77297873,2.79618186,3,GPS,2020,POINT (39085.10369254742 163672.3805188462),,,Other bees,
384,384,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77288083,2.79633944,3,GPS,2020,POINT (39095.98580450291 163661.25743162166),,,Other bees,
385,385,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Apis,50.77268075,2.79653004,3,GPS,2020,POINT (39108.95600801526 163638.72126692627),,,Apis,
386,386,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Apis,50.77275435,2.79646617,3,GPS,2020,POINT (39104.62511229966 163647.0019361265),,,Apis,
391,391,2020-04-23,p2,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.773055,2.79697672,3,GPS,2020,POINT (39141.337096517804 163679.67626346648),,,Butterflies,
392,392,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Nomada,50.77299742,2.79680514,3,GPS,2020,POINT (39129.101682387365 163673.5286554573),,,Other bees,
393,393,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77304805,2.79707696,3,GPS,2020,POINT (39148.38970203363 163678.75373913161),,,Bombus,
394,394,2020-04-23,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77296473,2.79730294,3,GPS,2020,POINT (39164.12984293053 163669.1502195457),,,Bombus,
400,400,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Lasioglossum,50.7694222,3.65602364,3,GPS,2020,POINT (99723.83080921351 162344.04329951387),,,Other bees,
405,405,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Apis,50.76925674,3.65610871,3,GPS,2020,POINT (99729.65503035177 162325.58108947892),,,Apis,
406,406,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Andrena,50.76930226,3.65608818,3,GPS,2020,POINT (99728.25542506899 162330.65831697173),,,Other bees,
407,407,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Sphecodes,50.76929379,3.65612254,3,GPS,2020,POINT (99730.67009546774 162329.69293032028),,,Other bees,
408,408,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Nomada,50.76949211,3.65605096,3,GPS,2020,POINT (99725.83248812624 162351.80114181712),,,Other bees,
409,409,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Nomada,50.76949387,3.65605658,3,GPS,2020,POINT (99726.23079043909 162351.99311099388),,,Other bees,
410,410,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.76931064,3.655784,3,GPS,2020,POINT (99706.80795486731 162331.79624149296),,,Bombus,
411,411,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.76946696,3.65589648,3,GPS,2020,POINT (99714.90890618484 162349.10812900774),,,Bombus,
412,412,2020-04-24,p2,Muziekbos,blok,V,Dagvlinders,1,Pieris,50.76948825,3.65584301,3,GPS,2020,POINT (99711.15993987903 162351.51246442366),,,Butterflies,
413,413,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.76963041,3.65577922,3,GPS,2020,POINT (99706.812000238 162367.3685592981),,,Bombus,
414,414,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.76966142,3.65581007,3,GPS,2020,POINT (99709.02118756137 162370.79702997208),,,Bombus,
415,415,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.76966327,3.65581065,3,GPS,2020,POINT (99709.06407360735 162371.00241919607),,,Bombus,
416,416,2020-04-24,p2,Muziekbos,blok,V,Dagvlinders,1,Pieris,50.76926068,3.65616228,3,GPS,2020,POINT (99733.43798556754 162325.98311680555),,,Butterflies,
417,417,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Nomada,50.7692383,3.65613126,3,GPS,2020,POINT (99731.22600875053 162323.51469482202),,,Other bees,
426,426,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Apis,50.76929614,3.65640711,3,GPS,2020,POINT (99750.74575689348 162329.76189518534),,,Apis,
427,427,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Nomada,50.76933126,3.65651029,3,GPS,2020,POINT (99758.06136191516 162333.5986561561),,,Other bees,
442,442,2020-04-24,p2,Muziekbos,sinus,V,Dagvlinders,1,Pieris,50.76852408,3.65501253,3,GPS,2020,POINT (99651.54937890732 162244.8268937338),,,Butterflies,
443,443,2020-04-24,p2,Muziekbos,sinus,V,Dagvlinders,1,Pieris,50.76876758,3.65510532,3,GPS,2020,POINT (99658.35483645543 162271.84934827313),,,Butterflies,
444,444,2020-04-24,p2,Muziekbos,sinus,V,Dagvlinders,1,Gonepteryx,50.7681966,3.65510892,3,GPS,2020,POINT (99657.99892467895 162208.3349221917),,,Butterflies,
445,445,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Apis,50.76853917,3.65535233,3,GPS,2020,POINT (99675.53487949926 162246.27526966576),,,Apis,
446,446,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Apis,50.76831361,3.65530179,3,GPS,2020,POINT (99671.72895296887 162221.2197090257),,,Apis,
450,450,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76832728,3.65511026,3,GPS,2020,POINT (99658.23302519287 162222.86998094618),,,Bombus,
451,451,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76835116,3.6551054,3,GPS,2020,POINT (99657.9157067597 162225.52952383645),,,Bombus,
452,452,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.7683266,3.65517723,3,GPS,2020,POINT (99662.95636213597 162222.74898323137),,,Bombus,
453,453,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76852324,3.65509207,3,GPS,2020,POINT (99657.15920903174 162244.67957828566),,,Bombus,
454,454,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Chelestoma,50.76854361,3.65503114,3,GPS,2020,POINT (99652.88298453874 162246.9866732834),,,Other bees,
455,455,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Sphecodes,50.76872894,3.6553318,3,GPS,2020,POINT (99674.28932650777 162267.3979149107),,,Other bees,
456,456,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76840875,3.65529517,3,GPS,2020,POINT (99671.36356884401 162231.8069275776),,,Bombus,
457,457,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76841529,3.6554188,3,GPS,2020,POINT (99680.09139525026 162232.4506833991),,,Bombus,
458,458,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76827472,3.65507238,3,GPS,2020,POINT (99655.504829112 162217.04921735264),,,Bombus,
459,459,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76828562,3.65492636,3,GPS,2020,POINT (99645.21621345531 162218.36058031954),,,Bombus,
460,460,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76829618,3.6550153,3,GPS,2020,POINT (99651.50132605244 162219.4749497464),,,Bombus,
461,461,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Nomada,50.76848955,3.65514119,3,GPS,2020,POINT (99660.58813688849 162240.89885816537),,,Other bees,
464,464,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.76864579,3.65517179,3,GPS,2020,POINT (99662.91351555954 162258.25722386967),,,Bombus,
478,478,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Pieris,50.78032664,3.46930191,3,GPS,2020,POINT (86567.64139617467 163699.81812541),,,Butterflies,
479,479,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78026344,3.46896253,3,GPS,2020,POINT (86543.62315941375 163693.07811316662),,,Other bees,
480,480,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78052127,3.46883135,3,GPS,2020,POINT (86534.71965348076 163721.86873027775),,,Other bees,
481,481,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78054197,3.46898834,3,GPS,2020,POINT (86545.81843802158 163724.03713360708),,,Other bees,
482,482,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Andrena,50.78034525,3.46939076,3,GPS,2020,POINT (86573.93216153196 163701.81228524167),,,Other bees,
483,483,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78025824,3.46919345,3,GPS,2020,POINT (86559.90067937557 163692.30254289228),,,Other bees,
484,484,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78027568,3.46928322,3,GPS,2020,POINT (86566.2547599495 163694.16576821078),,,Other bees,
485,485,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78030962,3.46928749,3,GPS,2020,POINT (86566.60157972583 163697.93728997372),,,Other bees,
486,486,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78030845,3.46928565,3,GPS,2020,POINT (86566.4702473454 163697.8087208802),,,Other bees,
487,487,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Apis,50.78021399,3.46903679,3,GPS,2020,POINT (86548.79338795069 163687.51434741262),,,Apis,
488,488,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78008683,3.46896135,3,GPS,2020,POINT (86543.3020621506 163673.43468465935),,,Other bees,
489,489,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78020024,3.46888105,3,GPS,2020,POINT (86537.79204014386 163686.11792308278),,,Other bees,
490,490,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78038699,3.46868911,3,GPS,2020,POINT (86524.50799496988 163707.05417889915),,,Other bees,
491,491,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Lycaena,50.78047123,3.46860847,3,GPS,2020,POINT (86518.93477311824 163716.49313186016),,,Butterflies,
492,492,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Pieris,50.78037618,3.46949696,3,GPS,2020,POINT (86581.46302923516 163705.16200630087),,,Butterflies,
493,493,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Osmia,50.78143749,3.47098927,3,GPS,2020,POINT (86688.12708102171 163821.93966010213),,,Other bees,
494,494,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Pieris,50.78145141,3.47094552,3,GPS,2020,POINT (86685.06060677342 163823.52526756935),,,Butterflies,
495,495,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Halictus,50.7813375,3.4707249,3,GPS,2020,POINT (86669.34970135117 163811.04298588075),,,Other bees,
496,496,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Pieris,50.78147664,3.47065659,3,GPS,2020,POINT (86664.71963605077 163826.57784123998),,,Butterflies,
504,504,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Halictus,50.78124312,3.47131642,3,GPS,2020,POINT (86710.93607409523 163800.0410681842),,,Other bees,
514,514,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Gonepteryx,50.78157261,3.47131734,3,GPS,2020,POINT (86711.44359254418 163836.68968054838),,,Butterflies,
515,515,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Andrena,50.78143565,3.47098483,3,GPS,2020,POINT (86687.81150629326 163821.73877861723),,,Other bees,
516,516,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Pieris,50.78133741,3.47081828,3,GPS,2020,POINT (86675.93460728269 163810.9533945946),,,Butterflies,
517,517,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Andrena,50.78127949,3.47094376,3,GPS,2020,POINT (86684.70543853426 163804.40399048198),,,Other bees,
518,518,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Apis,50.78110708,3.4711725,3,GPS,2020,POINT (86700.60422856294 163785.0318355374),,,Apis,
519,519,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Apis,50.78112359,3.47099975,3,GPS,2020,POINT (86688.44426769423 163787.01542432792),,,Apis,
520,520,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Bombus,50.78143381,3.47145866,3,GPS,2020,POINT (86721.2227960144 163821.13050903752),,,Bombus,
521,521,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Halictus,50.78144923,3.47138749,3,GPS,2020,POINT (86716.22471076983 163822.90629462712),,,Other bees,
522,522,2020-04-27,p2,Waarmaarde2,blok,V,Dagvlinders,1,Pieris,50.78160077,3.47123008,3,GPS,2020,POINT (86705.32800389982 163839.8962594699),,,Butterflies,
523,523,2020-04-27,p2,Waarmaarde,sinus,V,Dagvlinders,1,Papilio,50.79405251,3.49384781,3,GPS,2020,POINT (88316.60037350764 165205.8965934487),,,Butterflies,
524,524,2020-04-27,p2,Waarmaarde,sinus,V,Dagvlinders,1,Pieris,50.79414169,3.49384253,3,GPS,2020,POINT (88316.34493120605 165215.82059669588),,,Butterflies,
525,525,2020-04-27,p2,Waarmaarde,sinus,V,Dagvlinders,1,Gonepteryx,50.79405494,3.49372518,3,GPS,2020,POINT (88307.95816427021 165206.26868593786),,,Butterflies,
526,526,2020-04-27,p2,Waarmaarde,sinus,V,Dagvlinders,1,Pieris,50.79401311,3.49379811,3,GPS,2020,POINT (88313.04492896624 165201.55533080362),,,Butterflies,
527,527,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Lasioglossum,50.79397397,3.4938059,3,GPS,2020,POINT (88313.5428601941 165197.19526544865),,,Other bees,
528,528,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Lasioglossum,50.79391002,3.49388503,3,GPS,2020,POINT (88319.03777025462 165190.01633001678),,,Other bees,
529,529,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Apis,50.79402133,3.49363684,3,GPS,2020,POINT (88301.68618264492 165202.60354061797),,,Apis,
530,530,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Apis,50.79399442,3.4938111,3,GPS,2020,POINT (88313.93624363266 165199.46563182212),,,Apis,
532,532,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Apis,50.79398001,3.49365779,3,GPS,2020,POINT (88303.10902753123 165197.99006328452),,,Apis,
533,533,2020-04-27,p2,Waarmaarde,sinus,V,Dagvlinders,1,Pieris,50.79395972,3.49365905,3,GPS,2020,POINT (88303.17127857218 165195.73213124275),,,Butterflies,
541,541,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Lasioglossum,50.7938832,3.49400883,3,GPS,2020,POINT (88327.73055508599 165186.9303499004),,,Other bees,
542,542,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Lasioglossum,50.79391957,3.49385351,3,GPS,2020,POINT (88316.8281165929 165191.10475389846),,,Other bees,
543,543,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Andrena,50.79396919,3.49385091,3,GPS,2020,POINT (88316.7098019511 165196.62621627003),,,Other bees,
544,544,2020-04-27,p2,Waarmaarde,sinus,V,Dagvlinders,1,Anthocharis,50.79407975,3.49370406,3,GPS,2020,POINT (88306.50170645124 165209.04587204196),,,Butterflies,
546,546,2020-04-27,p2,Waarmaarde,blok,V,Dagvlinders,1,Pieris,50.79349386,3.49222734,3,GPS,2020,POINT (88201.62455276083 165145.1035364624),,,Butterflies,
547,547,2020-04-27,p2,Waarmaarde,blok,V,Bijen,1,Bombus,50.79352655,3.49231116,3,GPS,2020,POINT (88207.57680410668 165148.66998708528),,,Bombus,
548,548,2020-04-27,p2,Waarmaarde,blok,V,Bijen,1,Apis,50.79342999,3.49217218,3,GPS,2020,POINT (88197.6519291694 165138.0450612111),,,Apis,
549,549,2020-04-27,p2,Waarmaarde,blok,V,Bijen,1,Apis,50.79353451,3.49232297,3,GPS,2020,POINT (88208.41985914181 165149.54556851368),,,Apis,
550,550,2020-04-27,p2,Waarmaarde,blok,V,Bijen,1,Lasioglossum,50.79349017,3.49221661,3,GPS,2020,POINT (88200.8632392828 165144.70201604348),,,Other bees,
556,556,2020-04-27,p2,Waarmaarde,blok,V,Dagvlinders,1,Papilio,50.79330585,3.49257292,3,GPS,2020,POINT (88225.74157294592 165123.90358210355),,,Butterflies,
557,557,2020-04-27,p2,Waarmaarde,blok,V,Bijen,1,Lasioglossum,50.7934952,3.49255222,3,GPS,2020,POINT (88224.53055664085 165144.98245658353),,,Other bees,
558,558,2020-04-27,p2,Waarmaarde,blok,V,Dagvlinders,1,Pieris,50.79347575,3.49224913,3,GPS,2020,POINT (88203.13700014348 165143.07101479732),,,Butterflies,
559,559,2020-04-27,p2,Waarmaarde,blok,V,Bijen,1,Apis,50.79347575,3.49224913,3,GPS,2020,POINT (88203.13700014348 165143.07101479732),,,Apis,
564,564,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Bombus,50.82149503,2.91367452,3,GPS,2020,POINT (47476.58013481619 168899.38688752986),,,Bombus,
565,565,2020-05-07,p2,Palingbeek,sinus,V,Dagvlinders,1,Carcharodus,50.82157868,2.91370545,3,GPS,2020,POINT (47478.94140414242 168908.64763920568),,,Butterflies,
566,566,2020-05-07,p2,Palingbeek,sinus,V,Dagvlinders,1,Aglais,50.82150517,2.91372757,3,GPS,2020,POINT (47480.339602662716 168900.44143120106),,,Butterflies,
567,567,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Lasioglossum,50.82152219,2.91368776,3,GPS,2020,POINT (47477.572068076886 168902.3893128084),,,Other bees,
568,568,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Lasioglossum,50.82123217,2.91352591,3,GPS,2020,POINT (47465.53778525333 168870.35707067978),,,Other bees,
572,572,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Bombus,50.82101667,2.91292408,3,GPS,2020,POINT (47422.66882596364 168847.22031410225),,,Bombus,
573,573,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Apis,50.82102539,2.91298259,3,GPS,2020,POINT (47426.80990830425 168848.10934945568),,,Apis,
574,574,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Lasioglossum,50.82090947,2.9134394,3,GPS,2020,POINT (47458.73991932864 168834.5862372024),,,Other bees,
575,575,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Lasioglossum,50.8209704,2.91345893,3,GPS,2020,POINT (47460.24859720905 168841.33582844492),,,Other bees,
576,576,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Andrena,50.82120753,2.91371282,3,GPS,2020,POINT (47478.65199773872 168867.35867763963),,,Other bees,
577,577,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Halictus,50.8213175,2.91385112,3,GPS,2020,POINT (47488.634870158116 168879.39853379317),,,Other bees,
578,578,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Apis,50.8214097,2.91383922,3,GPS,2020,POINT (47487.997369332516 168889.66931209806),,,Apis,
579,579,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Lasioglossum,50.82129914,2.91405606,3,GPS,2020,POINT (47503.03297116014 168877.07377456594),,,Other bees,
580,580,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Bombus,50.821217,2.91407266,3,GPS,2020,POINT (47504.02353358033 168867.9153729882),,,Bombus,
581,581,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Lasioglossum,50.82118599,2.91397836,3,GPS,2020,POINT (47497.3125033477 168864.59659668524),,,Other bees,
582,582,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Andrena,50.82118741,2.91380251,3,GPS,2020,POINT (47484.92687042612 168864.9971839143),,,Other bees,
583,583,2020-05-07,p2,Palingbeek,sinus,V,Bijen,1,Halictus,50.82116269,2.91388968,3,GPS,2020,POINT (47491.01419247626 168862.12756945472),,,Other bees,
